crown_id,ortho,gx,gy,label,n_views,best_margin_px,tile,tile_path,bx,by,bw,bh,split_fold
44000_16000_00548,44000_16000,2061.0,2320.5,Healthy,52,400.5,44000_16000_1605_1697_jpg.rf.eaa901baa1888a6a0a7698a4995046cb.jpg,layer1_build\ds_B\valid\44000_16000_1605_1697_jpg.rf.eaa901baa1888a6a0a7698a4995046cb.jpg,400,567,112,113,44000_16000
44000_16000_00549,44000_16000,2840.0,2320.5,Healthy,43,369.0,44000_16000_2471_1690_jpg.rf.08b0af5959e9287f82851a2afc880853.jpg,layer1_build\ds_B\train\44000_16000_2471_1690_jpg.rf.08b0af5959e9287f82851a2afc880853.jpg,319,580,100,101,44000_16000
44000_16000_00550,44000_16000,2255.0,2321.0,Healthy,49,466.0,44000_16000_1723_1855_jpg.rf.d2fced5ef31bc8cb7cd4b0870ad79d93.jpg,layer1_build\ds_B\train\44000_16000_1723_1855_jpg.rf.d2fced5ef31bc8cb7cd4b0870ad79d93.jpg,476,409,112,114,44000_16000
44000_16000_00551,44000_16000,3033.5,2321.0,Healthy,45,477.5,44000_16000_2556_1790_jpg.rf.5333eb19d08a221b86008b7ac1f90e72.jpg,layer1_build\ds_B\train\44000_16000_2556_1790_jpg.rf.5333eb19d08a221b86008b7ac1f90e72.jpg,440,493,75,76,44000_16000
44000_16000_00552,44000_16000,3227.5,2321.0,Healthy,44,441.0,44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,layer1_build\ds_B\test\44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,505,397,87,88,44000_16000
44000_16000_00553,44000_16000,690.5,2321.5,Healthy,27,409.5,44000_16000_111_1707_jpg.rf.bf6868ff7cff837eb3551f08a544b73f.jpg,layer1_build\ds_B\valid\44000_16000_111_1707_jpg.rf.bf6868ff7cff837eb3551f08a544b73f.jpg,523,558,113,113,44000_16000
44000_16000_00554,44000_16000,884.0,2322.5,Healthy,30,493.0,44000_16000_391_1795_jpg.rf.2f9c85a939002ccd7c40f51fae909d49.jpg,layer1_build\ds_B\valid\44000_16000_391_1795_jpg.rf.2f9c85a939002ccd7c40f51fae909d49.jpg,437,471,112,113,44000_16000
44000_16000_00555,44000_16000,100.5,2324.0,Healthy,2,71.5,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,15,333,113,114,44000_16000
44000_16000_00556,44000_16000,291.0,2324.5,Healthy,8,262.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,206,334,112,113,44000_16000
44000_16000_00557,44000_16000,2446.5,2326.5,Healthy,49,502.5,44000_16000_1927_1805_jpg.rf.ad93fea40e44ece6465477cda0ce32ba.jpg,layer1_build\ds_B\train\44000_16000_1927_1805_jpg.rf.ad93fea40e44ece6465477cda0ce32ba.jpg,463,465,113,113,44000_16000
44000_16000_00558,44000_16000,3320.0,2371.0,Healthy,41,484.0,44000_16000_2836_1838_jpg.rf.de5eaa5931a763658d643660e38c5195.jpg,layer1_build\ds_B\train\44000_16000_2836_1838_jpg.rf.de5eaa5931a763658d643660e38c5195.jpg,434,483,100,100,44000_16000
44000_16000_00559,44000_16000,2540.5,2372.5,Healthy,48,448.5,44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,layer1_build\ds_B\train\44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,488,392,113,113,44000_16000
44000_16000_00560,44000_16000,794.0,2373.5,Healthy,34,497.5,44000_16000_283_1876_jpg.rf.80354a91582a3c618abafdb651a82de6.jpg,layer1_build\ds_B\train\44000_16000_283_1876_jpg.rf.80354a91582a3c618abafdb651a82de6.jpg,461,447,100,101,44000_16000
44000_16000_00561,44000_16000,1572.0,2373.5,Healthy,40,483.0,44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,layer1_build\ds_B\train\44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,485,454,112,113,44000_16000
44000_16000_00562,44000_16000,2154.5,2373.5,Healthy,50,431.5,44000_16000_1723_1855_jpg.rf.d2fced5ef31bc8cb7cd4b0870ad79d93.jpg,layer1_build\ds_B\train\44000_16000_1723_1855_jpg.rf.d2fced5ef31bc8cb7cd4b0870ad79d93.jpg,375,462,113,113,44000_16000
44000_16000_00563,44000_16000,2941.0,2373.5,Healthy,33,460.0,44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,layer1_build\ds_B\train\44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,410,492,100,101,44000_16000
44000_16000_00564,44000_16000,1958.0,2374.5,Healthy,53,433.5,44000_16000_1434_1784_jpg.rf.65ecb1e13d12b1e55c415fc9fb5a93d4.jpg,layer1_build\ds_B\train\44000_16000_1434_1784_jpg.rf.65ecb1e13d12b1e55c415fc9fb5a93d4.jpg,468,534,112,113,44000_16000
44000_16000_00565,44000_16000,2744.0,2374.5,Healthy,43,462.0,44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,layer1_build\ds_B\valid\44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,512,418,100,101,44000_16000
44000_16000_00566,44000_16000,396.5,2375.0,Healthy,14,367.5,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,324,397,87,88,44000_16000
44000_16000_00567,44000_16000,3126.0,2375.0,Healthy,38,462.0,44000_16000_2564_1817_jpg.rf.453fcd2a0d8829c781693a04e8d8850a.jpg,layer1_build\ds_B\test\44000_16000_2564_1817_jpg.rf.453fcd2a0d8829c781693a04e8d8850a.jpg,512,508,100,100,44000_16000
44000_16000_00568,44000_16000,592.0,2379.0,Healthy,25,445.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,513,395,100,100,44000_16000
44000_16000_00569,44000_16000,3516.0,2381.0,Healthy,46,467.0,44000_16000_2969_1914_jpg.rf.d903b863732ecab77f5d45855b2f1451.jpg,layer1_build\ds_B\valid\44000_16000_2969_1914_jpg.rf.d903b863732ecab77f5d45855b2f1451.jpg,503,423,88,88,44000_16000
44000_16000_00570,44000_16000,981.5,2381.5,Healthy,38,433.5,44000_16000_391_1795_jpg.rf.2f9c85a939002ccd7c40f51fae909d49.jpg,layer1_build\ds_B\valid\44000_16000_391_1795_jpg.rf.2f9c85a939002ccd7c40f51fae909d49.jpg,534,530,113,113,44000_16000
44000_16000_00571,44000_16000,2351.0,2383.0,Healthy,49,463.0,44000_16000_1799_1822_jpg.rf.f0a0a4ce61bf2c4bc082eba71bbd497e.jpg,layer1_build\ds_B\train\44000_16000_1799_1822_jpg.rf.f0a0a4ce61bf2c4bc082eba71bbd497e.jpg,502,511,100,100,44000_16000
44000_16000_00572,44000_16000,199.0,2385.0,Healthy,5,170.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,114,394,112,114,44000_16000
44000_16000_00573,44000_16000,1767.5,2385.5,Healthy,45,469.5,44000_16000_1220_1831_jpg.rf.69765c19a09a4213a2ed3f7d3a3f4217.jpg,layer1_build\ds_B\valid\44000_16000_1220_1831_jpg.rf.69765c19a09a4213a2ed3f7d3a3f4217.jpg,491,498,113,113,44000_16000
44000_16000_00574,44000_16000,1382.0,2388.0,Healthy,43,351.0,44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,layer1_build\ds_B\train\44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,301,475,100,100,44000_16000
44000_16000_00575,44000_16000,1181.0,2388.5,Healthy,44,452.5,44000_16000_706_1817_jpg.rf.4228edecd3cb8396dec6c17289d8d6d0.jpg,layer1_build\ds_B\valid\44000_16000_706_1817_jpg.rf.4228edecd3cb8396dec6c17289d8d6d0.jpg,419,515,112,113,44000_16000
44000_16000_00576,44000_16000,2249.5,2423.0,Healthy,55,475.5,44000_16000_1774_1895_jpg.rf.3ed314ff13e6be7286f7c4fca9de5257.jpg,layer1_build\ds_B\valid\44000_16000_1774_1895_jpg.rf.3ed314ff13e6be7286f7c4fca9de5257.jpg,419,471,113,114,44000_16000
44000_16000_00577,44000_16000,2054.0,2426.0,Healthy,62,442.0,44000_16000_1612_1949_jpg.rf.58168b4375f27858e00ae5d70b0d9b60.jpg,layer1_build\ds_B\test\44000_16000_1612_1949_jpg.rf.58168b4375f27858e00ae5d70b0d9b60.jpg,417,452,50,50,44000_16000
44000_16000_00578,44000_16000,3226.0,2428.0,Healthy,42,476.0,44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,layer1_build\ds_B\test\44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,497,498,100,100,44000_16000
44000_16000_00579,44000_16000,2647.0,2431.5,Healthy,48,465.0,44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,layer1_build\ds_B\valid\44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,415,475,100,101,44000_16000
44000_16000_00580,44000_16000,3420.0,2432.0,Healthy,49,479.0,44000_16000_2941_1907_jpg.rf.f2f21498e7a3e09c45d933c1c3f1e5da.jpg,layer1_build\ds_B\train\44000_16000_2941_1907_jpg.rf.f2f21498e7a3e09c45d933c1c3f1e5da.jpg,429,475,100,100,44000_16000
44000_16000_00581,44000_16000,1079.5,2432.5,Healthy,41,456.5,44000_16000_611_1976_jpg.rf.416983cf73c4e325b1942f271dcb53ff.jpg,layer1_build\ds_B\train\44000_16000_611_1976_jpg.rf.416983cf73c4e325b1942f271dcb53ff.jpg,412,400,113,113,44000_16000
44000_16000_00582,44000_16000,688.5,2433.5,Healthy,33,437.5,44000_16000_114_1996_jpg.rf.72951ecf9429eabcce608ed090c2bcd0.jpg,layer1_build\ds_B\train\44000_16000_114_1996_jpg.rf.72951ecf9429eabcce608ed090c2bcd0.jpg,518,381,113,113,44000_16000
44000_16000_00583,44000_16000,1863.0,2433.5,Healthy,59,481.0,44000_16000_1320_1928_jpg.rf.f1046d0914284f25976138d6ce5f31b7.jpg,layer1_build\ds_B\train\44000_16000_1320_1928_jpg.rf.f1046d0914284f25976138d6ce5f31b7.jpg,518,480,50,51,44000_16000
44000_16000_00584,44000_16000,282.0,2435.0,Healthy,7,253.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,197,444,112,114,44000_16000
44000_16000_00585,44000_16000,489.5,2435.0,Healthy,22,460.5,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,423,463,75,76,44000_16000
44000_16000_00586,44000_16000,881.0,2435.5,Healthy,40,496.0,44000_16000_353_1920_jpg.rf.d3197161c668c7fe0cb6a09aa8387f2a.jpg,layer1_build\ds_B\train\44000_16000_353_1920_jpg.rf.d3197161c668c7fe0cb6a09aa8387f2a.jpg,478,465,100,101,44000_16000
44000_16000_00587,44000_16000,3025.5,2435.5,Healthy,38,419.5,44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,layer1_build\ds_B\train\44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,507,567,75,75,44000_16000
44000_16000_00588,44000_16000,1474.5,2437.0,Healthy,45,443.5,44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,layer1_build\ds_B\train\44000_16000_1031_1863_jpg.rf.a061db2be30541138d4afc9e8b2b2262.jpg,387,517,113,114,44000_16000
44000_16000_00589,44000_16000,2840.0,2437.5,Healthy,39,366.0,44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,layer1_build\ds_B\valid\44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,608,481,100,101,44000_16000
44000_16000_00590,44000_16000,2446.0,2438.0,Healthy,49,450.0,44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,layer1_build\ds_B\train\44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,394,457,112,114,44000_16000
44000_16000_00591,44000_16000,1278.0,2441.5,Healthy,46,399.5,44000_16000_706_1817_jpg.rf.4228edecd3cb8396dec6c17289d8d6d0.jpg,layer1_build\ds_B\valid\44000_16000_706_1817_jpg.rf.4228edecd3cb8396dec6c17289d8d6d0.jpg,516,568,112,113,44000_16000
44000_16000_00592,44000_16000,182.0,2480.0,Healthy,4,153.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,103,496,100,100,44000_16000
44000_16000_00593,44000_16000,3515.5,2482.0,Healthy,47,490.5,44000_16000_3025_1969_jpg.rf.e14b81b2b2f2e1ca7d2e0033f05f85c6.jpg,layer1_build\ds_B\train\44000_16000_3025_1969_jpg.rf.e14b81b2b2f2e1ca7d2e0033f05f85c6.jpg,447,469,87,88,44000_16000
44000_16000_00594,44000_16000,592.0,2483.0,Healthy,27,478.0,44000_16000_114_1996_jpg.rf.72951ecf9429eabcce608ed090c2bcd0.jpg,layer1_build\ds_B\train\44000_16000_114_1996_jpg.rf.72951ecf9429eabcce608ed090c2bcd0.jpg,428,437,100,100,44000_16000
44000_16000_00595,44000_16000,2744.0,2485.5,Healthy,43,444.5,44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,layer1_build\ds_B\valid\44000_16000_2182_1906_jpg.rf.753c80e7ac846999bd4ee57c8d8e49c1.jpg,506,523,112,113,44000_16000
44000_16000_00596,44000_16000,3131.0,2485.5,Healthy,41,418.5,44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,layer1_build\ds_B\test\44000_16000_2679_1880_jpg.rf.bcd036e8c1ac1ecedc94b72117924ab0.jpg,402,555,100,101,44000_16000
44000_16000_00597,44000_16000,2343.0,2488.5,Healthy,52,473.5,44000_16000_1852_2015_jpg.rf.f6cbd1c370fd10ecc526d3383b0ae4e5.jpg,layer1_build\ds_B\train\44000_16000_1852_2015_jpg.rf.f6cbd1c370fd10ecc526d3383b0ae4e5.jpg,441,423,100,101,44000_16000
44000_16000_00598,44000_16000,3322.0,2488.5,Healthy,43,446.0,44000_16000_2876_2037_jpg.rf.af8b454d9d6901dbee533355813bc93f.jpg,layer1_build\ds_B\train\44000_16000_2876_2037_jpg.rf.af8b454d9d6901dbee533355813bc93f.jpg,402,407,88,89,44000_16000
44000_16000_00599,44000_16000,1957.0,2489.5,Healthy,63,442.0,44000_16000_1515_2008_jpg.rf.34e94b19e1e61659ef837797828e3c12.jpg,layer1_build\ds_B\train\44000_16000_1515_2008_jpg.rf.34e94b19e1e61659ef837797828e3c12.jpg,417,456,50,51,44000_16000
44000_16000_00600,44000_16000,2936.5,2491.0,Healthy,36,364.0,44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,layer1_build\ds_B\train\44000_16000_2481_1831_jpg.rf.a2e4a6e1093b928f9f79d0e9280e1e27.jpg,418,622,75,76,44000_16000
44000_16000_00601,44000_16000,781.0,2492.5,Healthy,37,450.5,44000_16000_278_2042_jpg.rf.6105bb32f1af3d99e19361c9c0f9665e.jpg,layer1_build\ds_B\train\44000_16000_278_2042_jpg.rf.6105bb32f1af3d99e19361c9c0f9665e.jpg,447,394,112,113,44000_16000
44000_16000_00602,44000_16000,2545.5,2492.5,Healthy,50,455.5,44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,layer1_build\ds_B\train\44000_16000_1996_1924_jpg.rf.5997bddeec8759276fe486d75cd39357.jpg,493,512,113,113,44000_16000
44000_16000_00603,44000_16000,975.5,2494.0,Healthy,44,424.0,44000_16000_493_2070_jpg.rf.d4b9cba21206a3aac197a0f2a7f6d8b5.jpg,layer1_build\ds_B\train\44000_16000_493_2070_jpg.rf.d4b9cba21206a3aac197a0f2a7f6d8b5.jpg,426,367,113,114,44000_16000
44000_16000_00604,44000_16000,1766.5,2494.0,Healthy,45,446.5,44000_16000_1320_1928_jpg.rf.f1046d0914284f25976138d6ce5f31b7.jpg,layer1_build\ds_B\train\44000_16000_1320_1928_jpg.rf.f1046d0914284f25976138d6ce5f31b7.jpg,403,522,87,88,44000_16000
44000_16000_00605,44000_16000,2156.5,2494.0,Healthy,55,479.0,44000_16000_1612_1949_jpg.rf.58168b4375f27858e00ae5d70b0d9b60.jpg,layer1_build\ds_B\test\44000_16000_1612_1949_jpg.rf.58168b4375f27858e00ae5d70b0d9b60.jpg,501,501,87,88,44000_16000
44000_16000_00606,44000_16000,1384.0,2494.5,Healthy,47,393.5,44000_16000_892_2101_jpg.rf.f95975cd6ac63ab314cd725a937e21ed.jpg,layer1_build\ds_B\valid\44000_16000_892_2101_jpg.rf.f95975cd6ac63ab314cd725a937e21ed.jpg,461,362,62,63,44000_16000
44000_16000_00607,44000_16000,1175.0,2497.5,Healthy,47,465.5,44000_16000_633_2032_jpg.rf.e869ef1df212c376dfa5b443934dbb7a.jpg,layer1_build\ds_B\test\44000_16000_633_2032_jpg.rf.e869ef1df212c376dfa5b443934dbb7a.jpg,486,409,112,113,44000_16000
44000_16000_00608,44000_16000,1573.5,2498.0,Healthy,46,432.5,44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,layer1_build\ds_B\train\44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,395,434,75,76,44000_16000
44000_16000_00609,44000_16000,398.0,2499.5,Healthy,12,369.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,313,509,112,113,44000_16000
44000_16000_00610,44000_16000,3226.0,2538.5,Healthy,44,476.5,44000_16000_2730_1991_jpg.rf.f063cc865c20b5eaacc071a63e999bab.jpg,layer1_build\ds_B\train\44000_16000_2730_1991_jpg.rf.f063cc865c20b5eaacc071a63e999bab.jpg,446,497,100,101,44000_16000
44000_16000_00611,44000_16000,2841.0,2541.0,Healthy,43,395.0,44000_16000_2212_2079_jpg.rf.11ff369885d43cfb13cc3ca5d67b19a1.jpg,layer1_build\ds_B\train\44000_16000_2212_2079_jpg.rf.11ff369885d43cfb13cc3ca5d67b19a1.jpg,579,412,100,100,44000_16000
44000_16000_00612,44000_16000,304.0,2543.5,Healthy,8,275.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,225,559,100,101,44000_16000
44000_16000_00613,44000_16000,2252.5,2543.5,Healthy,58,453.5,44000_16000_1799_2039_jpg.rf.08b5cb6721eb4eeaaf7ec61ae1a7f173.jpg,layer1_build\ds_B\train\44000_16000_1799_2039_jpg.rf.08b5cb6721eb4eeaaf7ec61ae1a7f173.jpg,416,467,75,75,44000_16000
44000_16000_00614,44000_16000,3424.0,2543.5,Healthy,47,478.5,44000_16000_2922_2065_jpg.rf.09bd69a1a8dbe7c5a78915ad196406b5.jpg,layer1_build\ds_B\valid\44000_16000_2922_2065_jpg.rf.09bd69a1a8dbe7c5a78915ad196406b5.jpg,452,428,100,101,44000_16000
44000_16000_00615,44000_16000,2057.5,2544.0,Healthy,56,481.5,44000_16000_1515_2008_jpg.rf.34e94b19e1e61659ef837797828e3c12.jpg,layer1_build\ds_B\train\44000_16000_1515_2008_jpg.rf.34e94b19e1e61659ef837797828e3c12.jpg,499,492,87,88,44000_16000
44000_16000_00616,44000_16000,3030.5,2544.0,Healthy,45,415.0,44000_16000_2456_2129_jpg.rf.0f1f3b20cdadf0cf0de816ac9e21d252.jpg,layer1_build\ds_B\train\44000_16000_2456_2129_jpg.rf.0f1f3b20cdadf0cf0de816ac9e21d252.jpg,537,377,75,76,44000_16000
44000_16000_00617,44000_16000,2448.5,2544.5,Healthy,52,494.5,44000_16000_1920_2015_jpg.rf.02dc3b5d206c20a26f6a3bb60d2260f5.jpg,layer1_build\ds_B\train\44000_16000_1920_2015_jpg.rf.02dc3b5d206c20a26f6a3bb60d2260f5.jpg,472,473,113,113,44000_16000
44000_16000_00618,44000_16000,496.0,2546.0,Healthy,23,412.0,44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,layer1_build\ds_B\valid\44000_16000_29_1934_jpg.rf.591de5e9cd773d6b1a757b209beb1f51.jpg,423,568,88,88,44000_16000
44000_16000_00619,44000_16000,689.5,2546.5,Healthy,31,455.5,44000_16000_191_2091_jpg.rf.ba200a06cbea5c988427833b72f59a86.jpg,layer1_build\ds_B\test\44000_16000_191_2091_jpg.rf.ba200a06cbea5c988427833b72f59a86.jpg,442,399,113,113,44000_16000
44000_16000_00620,44000_16000,2649.0,2546.5,Healthy,50,437.0,44000_16000_2212_2079_jpg.rf.11ff369885d43cfb13cc3ca5d67b19a1.jpg,layer1_build\ds_B\train\44000_16000_2212_2079_jpg.rf.11ff369885d43cfb13cc3ca5d67b19a1.jpg,381,411,112,113,44000_16000
44000_16000_00621,44000_16000,1659.5,2548.5,Healthy,45,501.5,44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,layer1_build\ds_B\train\44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,481,485,75,75,44000_16000
44000_16000_00622,44000_16000,1860.0,2548.5,Healthy,46,499.5,44000_16000_1344_2049_jpg.rf.1267f6383cf1e9724c77aaf61dd514d6.jpg,layer1_build\ds_B\train\44000_16000_1344_2049_jpg.rf.1267f6383cf1e9724c77aaf61dd514d6.jpg,460,443,112,113,44000_16000
44000_16000_00623,44000_16000,1080.5,2552.0,Healthy,40,476.0,44000_16000_603_2076_jpg.rf.e3682e9bda960c22b9e56905d91b7f79.jpg,layer1_build\ds_B\train\44000_16000_603_2076_jpg.rf.e3682e9bda960c22b9e56905d91b7f79.jpg,421,419,113,114,44000_16000
44000_16000_00624,44000_16000,883.0,2552.5,Healthy,38,446.0,44000_16000_437_2102_jpg.rf.33442cbc8dde3cdd7ffc7303874ed5ad.jpg,layer1_build\ds_B\test\44000_16000_437_2102_jpg.rf.33442cbc8dde3cdd7ffc7303874ed5ad.jpg,390,394,112,113,44000_16000
44000_16000_00625,44000_16000,1277.0,2556.5,Healthy,41,441.5,44000_16000_829_2115_jpg.rf.b9f9ffcac89dcee9ba75703c453efb8f.jpg,layer1_build\ds_B\train\44000_16000_829_2115_jpg.rf.b9f9ffcac89dcee9ba75703c453efb8f.jpg,398,391,100,101,44000_16000
44000_16000_00626,44000_16000,1468.5,2560.5,Healthy,39,447.5,44000_16000_892_2101_jpg.rf.f95975cd6ac63ab314cd725a937e21ed.jpg,layer1_build\ds_B\valid\44000_16000_892_2101_jpg.rf.f95975cd6ac63ab314cd725a937e21ed.jpg,520,403,113,113,44000_16000
44000_16000_00627,44000_16000,3515.5,2597.0,Healthy,46,471.5,44000_16000_3044_2119_jpg.rf.8df30801d986decd92d7361d2f81b348.jpg,layer1_build\ds_B\valid\44000_16000_3044_2119_jpg.rf.8df30801d986decd92d7361d2f81b348.jpg,428,434,87,88,44000_16000
44000_16000_00628,44000_16000,1767.5,2598.5,Healthy,43,494.5,44000_16000_1250_2104_jpg.rf.870b5138661c1469bc46762a2f88aee7.jpg,layer1_build\ds_B\valid\44000_16000_1250_2104_jpg.rf.870b5138661c1469bc46762a2f88aee7.jpg,461,438,113,113,44000_16000
44000_16000_00629,44000_16000,3322.0,2598.5,Healthy,41,446.0,44000_16000_2876_2037_jpg.rf.af8b454d9d6901dbee533355813bc93f.jpg,layer1_build\ds_B\train\44000_16000_2876_2037_jpg.rf.af8b454d9d6901dbee533355813bc93f.jpg,396,511,100,101,44000_16000
44000_16000_00630,44000_16000,1959.0,2599.0,Healthy,56,457.0,44000_16000_1502_2086_jpg.rf.8cc77b56a17290e33156509f6965652d.jpg,layer1_build\ds_B\train\44000_16000_1502_2086_jpg.rf.8cc77b56a17290e33156509f6965652d.jpg,401,456,112,114,44000_16000
44000_16000_00631,44000_16000,2349.0,2600.5,Healthy,55,488.5,44000_16000_1854_2065_jpg.rf.3b9b669206d3765caec6c3b1f67f246d.jpg,layer1_build\ds_B\train\44000_16000_1854_2065_jpg.rf.3b9b669206d3765caec6c3b1f67f246d.jpg,445,485,100,101,44000_16000
44000_16000_00632,44000_16000,2939.0,2601.0,Healthy,35,472.0,44000_16000_2456_2129_jpg.rf.0f1f3b20cdadf0cf0de816ac9e21d252.jpg,layer1_build\ds_B\train\44000_16000_2456_2129_jpg.rf.0f1f3b20cdadf0cf0de816ac9e21d252.jpg,433,422,100,100,44000_16000
44000_16000_00633,44000_16000,3127.0,2602.0,Healthy,42,461.0,44000_16000_2654_2141_jpg.rf.3d3e5cd5bebace8f55f75a55901946d8.jpg,layer1_build\ds_B\train\44000_16000_2654_2141_jpg.rf.3d3e5cd5bebace8f55f75a55901946d8.jpg,429,417,88,88,44000_16000
44000_16000_00634,44000_16000,2153.5,2603.0,Healthy,57,496.0,44000_16000_1654_2075_jpg.rf.68f3121672194c08b1cba64591b5405c.jpg,layer1_build\ds_B\train\44000_16000_1654_2075_jpg.rf.68f3121672194c08b1cba64591b5405c.jpg,456,484,87,88,44000_16000
44000_16000_00635,44000_16000,1372.5,2603.5,Healthy,34,480.5,44000_16000_829_2115_jpg.rf.b9f9ffcac89dcee9ba75703c453efb8f.jpg,layer1_build\ds_B\train\44000_16000_829_2115_jpg.rf.b9f9ffcac89dcee9ba75703c453efb8f.jpg,487,432,113,113,44000_16000
44000_16000_00636,44000_16000,1571.0,2604.5,Healthy,44,430.0,44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,layer1_build\ds_B\train\44000_16000_1141_2026_jpg.rf.c7994a5d4949a80d79f6842d10272c70.jpg,386,534,88,89,44000_16000
44000_16000_00637,44000_16000,395.0,2606.0,Healthy,16,354.0,44000_16000_41_2150_jpg.rf.c000e0de5c8338b31fc51af196224b34.jpg,layer1_build\ds_B\train\44000_16000_41_2150_jpg.rf.c000e0de5c8338b31fc51af196224b34.jpg,310,412,88,88,44000_16000
